,标题,标题_链接,作者,highwirecitemetadatadoi,abstact,Abstract_num,Full_num,Pdf_num,page
72,Causal mechanisms of a healthy lifestyle intervention for patients with musculoskeletal pain who are overweight or obese,https://www.biorxiv.org/content/10.1101/286757v1,"A Williams, H Lee, SJ Kamper, KM O’Brien, J Wiggers, L Wolfenden, SL Yoong, RK Hodder, EK Robson, R Haskins, JH McAuley, CM Williams",doi: https://doi.org/10.1101/286757 ,"We assessed the causal mechanisms of a healthy lifestyle intervention for patients with chronic low back pain and knee osteoarthritis (OA), who are overweight or obese. We conducted causal mediation analyses of aggregated data from two RCTs; which included 160 patients with chronic low back pain, and 120 patients with knee OA. Participants were randomised via one central randomisation schedule, to the intervention, or usual care. The intervention consisted of brief advice and referral to a 6-month telephone-based healthy lifestyle coaching service. Participants in the back pain trial were also offered a single physiotherapy consultation. The hypothesised primary mediator was self-reported weight, and alternative mediators were diet, physical activity, and pain beliefs. Outcomes were pain intensity, disability, and quality of life (QoL). Data were analysed using causal mediation analyses with sensitivity analyses for sequential ignorability. All mediation models were specified a priori. The intervention had no effect on pain intensity, disability or physical QoL. The intervention significantly improved mental QoL, however, the intervention effect was not channelled via the selected mediators. The intervention did not reduce weight, or the alternative mediators (diet, physical activity, pain beliefs), and these mediators were not associated with the outcomes (with one exception; poor diet was associated with lower mental QoL). The sensitivity analyses showed that our estimates were stable across all possible levels of residual confounding. Our findings show that the intervention did not cause a meaningful change in the hypothesised mediators, and these mediators were not associated with patient outcomes.",1659,116,917,18
73,Ripple-Mapping for the Detection of Long Duration Action Potential Areas in Patients with Brugada Syndrome,https://www.biorxiv.org/content/10.1101/263145v1,"Rui Providencia, Diogo Cavaco, Pedro Carmo, Cristiano Pisani, Francisco Moscoso Costa, Mariana Faustino, Francisco Morgado, Pier D Lambiase, Mauricio Scanavacca, Pedro Adragao",doi: https://doi.org/10.1101/263145 ,"Purpose Catheter ablation has been recently utilised in patients with Brugada syndrome to prevent ventricular arrhythmias. We hypothesized whether a mapping algorithm “Ripple-mapping” would be able to rapidly identify the areas of long-duration multicomponent electrograms which constitute the targets for ablation for an automated strategy.Methods Ripple-Mapping analysis was performed in all patients undergoing catheter ablation of Brugada syndrome in 2 centers. The activity propagation pattern determined by Ripple-Mapping was assessed, and areas of long duration potentials identified by visual inspection. The area of interest with long-duration potentials was correlated with the location of the ablation lesions.Results Detection of long duration potentials was possible in all four patients in this analysis. Points marking the ablation area in 2 patients were a perfect match to abnormal areas identified by Ripple-mapping. However, in 2 patients Ripple-mapping identified additional sites of long duration potentials which were not ablated. Acute and mid-term normalization of the ECG pattern was observed in three patients, and all these were free from arrhythmia relapse during a 10.3±3.2 months follow-up. In one patient, who had no ECG normalization and had arrhythmia relapse, the ablated area corresponded to &lt;25% of the Ripple-map region of interest.Conclusions This study shows the potential use of Ripple-mapping for identifying areas of long duration multicomponent electrograms in patients with Brugada syndrome and recurrent ventricular arrhythmias. This technique enables the rapid definition of an area of interest which should then be validated by the operator before performing ablation with an end-point of ECG normalisation.",1669,152,555,19
74,"Cardiovascular Disease Risk Factor Responses to a Type 2 Diabetes Care Model Including Nutritional Ketosis at One Year: An Open Label, Non-Randomized, Controlled Study",https://www.biorxiv.org/content/10.1101/262709v2,"Nasir H. Bhanpuri, Sarah J. Hallberg, Paul T. Williams, Amy L. McKenzie, Kevin D. Ballard, Wayne W. Campbell, James P. McCarter, Stephen D. Phinney, Jeff S. Volek",doi: https://doi.org/10.1101/262709 ,"BackgroundCardiovascular disease (CVD) is a leading cause of death among adults with type 2 diabetes mellitus (T2D). We recently reported that glycemic control in patients with T2D can be significantly improved through a continuous care intervention (CCI) including nutritional ketosis. The purpose of this study was to examine CVD risk factors in this cohort.MethodsWe investigated CVD risk factors in patients with T2D who participated in a one year open label, non-randomized, controlled study. The CCI group (n = 262) received treatment from a health coach and medical provider. A usual care (UC) group (n = 87) was independently recruited to track customary T2D progression. Circulating biomarkers of cholesterol metabolism and inflammation, blood pressure (BP), carotid intima media thickness (cIMT), multi-factorial risk scores and medication use were examined.ResultsThe CCI group consisted of 262 patients (baseline mean(SD): age 54(8) y, BMI 40.4(8.8) kg/m2). Intention-to-treat analysis (% change) revealed the following at 1-year with P values &lt; 0.0019 indicating statistical significance after adjustment for multiple comparisons: total LDL-particles (LDL-P) (−4.9%, P=0.02), small LDL-P (−20.8%, P=1.2×10−12), LDL-P size (+1.1%, P=6.0×10−10), ApoB (−1.6%, P=0.37), ApoA1 (+9.8%, P&lt;10−16), ApoB/ApoA1 ratio (−9.5%, P=1.9×10−7), triglyceride/HDL-C ratio (−29.1%, P&lt;10−16), large VLDL-P (−38.9%, P=4.2×10−15), and LDL-C (+9.9%, P=4.9×10−5). Additional effects were reductions in blood pressure, high sensitivity C-reactive protein, and white blood cell count (all P&lt;1×10−7) while cIMT was unchanged. The 10-year atherosclerotic cardiovascular disease (ASCVD) risk score decreased −11.9% (P=4.9×10−5). Antihypertensive medication use was discontinued in 11.4 % of CCI participants (P=5.3×10−5). The UC group of 87 patients (baseline mean(SD): age 52(10)y, BMI 36.7(7.2) kg/m2) showed no significant changes. After adjusting for baseline differences when comparing CCI and UC groups, significant improvements for the CCI group included small LDL-P, ApoA1, triglyceride/HDL-C ratio, HDL-C, hs-CRP, and ASCVD score. The CCI group showed a greater rise in LDL-C.ConclusionsA continuous care treatment including nutritional ketosis in patients with T2D improved most biomarkers of CVD risk after one year. The increase in LDL-cholesterol appeared limited to the large LDL subfraction. LDL particle size increased, total LDL-P and ApoB were unchanged, and inflammation and blood pressure decreased.Trial registrationClinicaltrials.gov: NCT02519309. Registered 10 August 2015List of abbreviationsACEangiotensin-converting-enzyme inhibitorsApoA1apolipoprotein A1ApoBapolipoprotein BARBangiotensin II receptor blockersASCVD risk score10-year atherosclerotic cardiovascular disease risk scoreBHBbeta-hydroxybutyrateBPblood pressureCCIcontinuous care interventionCCI-onsitesubset of CCI participants who selected to receive onsite educationCCI-websubset of CCI participants who selected to receive web-based educationcIMTcarotid intima media thicknessCVDcardiovascular diseaseGDRglucose disposal rateHOMA-IRhomeostatic model assessment of insulin resistancehsCRPhigh sensitive C-reactive proteinLP-IRlipoprotein insulin resistance scoreT2Dtype 2 diabetesUCusual careVLDL-Pvery low-density lipoprotein particle numberWBCwhite blood cell",2795,162,800,41
75,Signaling pathway screening platforms are an efficient approach to identify therapeutic targets in precision-medicine oriented early phase clinical trials,https://www.biorxiv.org/content/10.1101/254342v2,"Pedro Torres-Ayuso, Sudhakar Sahoo, Melanie Galvin, Hui Sun Leong, Kristopher K Frese, Andrew Hughes, Richard Marais, Caroline Dive, Matthew G Krebs, John Brognard",doi: https://doi.org/10.1101/254342 ,"Precision medicine aims to tailor cancer therapies to target specific tumorpromoting aberrations. For tumors that lack actionable drivers, extensive molecular characterization and pre-clinical drug efficacy studies will be required to match patients with the appropriate targeted therapy. A cell line maintained at low passage and a patient-derived xenograft model (PDX) were generated using a fresh biopsy from a patient with a poorly-differentiated neuroendocrine tumor of unknown primary origin. Next-generation sequencing, high throughput signaling network analysis, and drug efficacy trials were then conducted to identify actionable targets for therapeutic intervention. No actionable mutations were identified after whole exome sequencing of the patient’s DNA; however, whole genome sequencing revealed amplification of the 3q and 5p chromosomal arms, that include the PIK3CA and RICTOR genes, respectively. Consistent with amplification of these genes, pathway analysis revealed activation of the AKT pathway. Based on this analysis, efficacy of PIK3CA and AKT inhibitors were evaluated in the tumor biopsy-derived cell culture and PDX, and response to the AKT inhibitor AZD5363 was observed both in vitro and in vivo indicating the patient would benefit from targeted therapies directed against the serine/threonine kinase AKT. In conclusion, our study demonstrates that high throughput signaling pathway analysis complements next-generation sequencing approaches for detection of actionable alterations and will aid in patient stratification into early-phase clinical trials.",1941,179,528,17
76,Rapid Whole Genome Sequencing Decreases Morbidity and Healthcare Cost of Hospitalized Infants,https://www.biorxiv.org/content/10.1101/253534v1,"Lauge Farnaes, Amber Hildreth, Nathaly M. Sweeney, Michelle M. Clark, Shimul Chowdhury, Shareef Nahas, Julie A. Cakici, Wendy Benson, Robert H. Kaplan, Richard Kronick, Matthew N. Bainbridge, Jennifer Friedman, Jeffrey J. Gold, Yan Ding, Narayanan Veeraraghavan, David Dimmock, Stephen F. kingsmore, on behalf of the RCIGM Investigators",doi: https://doi.org/10.1101/253534 ,"BACKGROUND Genetic disorders are a leading cause of morbidity and mortality in infants. Rapid Whole Genome Sequencing (rWGS) can diagnose genetic disorders in time to change acute medical or surgical management (clinical utility) and improve outcomes in acutely ill infants.METHODS Retrospective cohort study of acutely ill inpatient infants in a regional children’s hospital from July 2016–March 2017. Forty-two families received rWGS for etiologic diagnosis of genetic disorders. Probands received standard genetic testing as clinically indicated. Primary end-points were rate of diagnosis, clinical utility, and healthcare utilization. The latter was modelled in six infants by comparing actual utilization with matched historical controls and/or counterfactual utilization had rWGS been performed at different time points.FINDINGS The diagnostic sensitivity was 43% (eighteen of 42 infants) for rWGS and 10% (four of 42 infants) for standard of care (P=.0005). The rate of clinical utility for rWGS (31%, thirteen of 42 infants) was significantly greater than for standard of care (2%, one of 42; P=.0015). Eleven (26%) infants with diagnostic rWGS avoided morbidity, one had 43% reduction in likelihood of mortality, and one started palliative care. In six of the eleven infants, the changes in management reduced inpatient cost by $800, 000 to $2,000,000.DISCUSSION These findings replicate a prior study of the clinical utility of rWGS in acutely ill inpatient infants, and demonstrate improved outcomes and net healthcare savings. rWGS merits consideration as a first tier test in this setting.",4013,224,784,21
77,Evaluating a sepsis prediction machine learning algorithm in the emergency department and intensive care unit: a before and after comparative study,https://www.biorxiv.org/content/10.1101/224014v2,"Hoyt Burdick, Eduardo Pino, Denise Gabel-Comeau, Carol Gu, Heidi Huang, Anna Lynn-Palevsky, Ritankar Das",doi: https://doi.org/10.1101/224014 ,"Introduction Sepsis is a major health crisis in US hospitals, and several clinical identification systems have been designed to help care providers with early diagnosis of sepsis. However, many of these systems demonstrate low specificity or sensitivity, which limits their clinical utility. We evaluate the effects of a machine learning algodiagnostic (MLA) sepsis prediction and detection system using a before-and-after clinical study performed at Cabell Huntington Hospital (CHH) in Huntington, West Virginia. Prior to this study, CHH utilized the St. John’s Sepsis Agent (SJSA) as a rules-based sepsis detection system.Methods The Predictive algoRithm for EValuation and Intervention in SEpsis (PREVISE) study was carried out between July 1, 2017 and August 30, 2017. All patients over the age of 18 who were admitted to the emergency department or intensive care units at CHH were monitored during the study. We assessed pre-implementation baseline metrics during the month of July, 2017, when the SJSA was active. During implementation in the month of August, 2017, SJSA and the MLA concurrently monitored patients for sepsis risk. At the conclusion of the study period, the primary outcome of sepsis-related in-hospital mortality and secondary outcome of sepsis-related hospital length of stay were compared between the two groups.Results Sepsis-related in-hospital mortality decreased from 3.97% to 2.64%, a 33.5% relative decrease (P = 0.038), and sepsis-related length of stay decreased from 2.99 days in the pre-implementation phase to 2.48 days in the post-implementation phase, a 17.1% relative reduction (P &lt; 0.001).Conclusion Reductions in patient mortality and length-of-stay were observed with use of a machine learning algorithm for early sepsis detection in the emergency department and intensive care units at Cabell Huntington Hospital, and may present a method for improving patient outcomes.Trial Registration ClinicalTrials.gov, NCT03235193, retrospectively registered on July 27th 2017.",4088,600,2214,13
78,Correction of the Framingham Risk Score Data Reported in SPRINT,https://www.biorxiv.org/content/10.1101/235358v1,"Frederick Warner, Sanket S. Dhruva, Joseph S. Ross, Pranammya Dey, Karthik Murugiah, Harlan M. Krumholz",doi: https://doi.org/10.1101/235358 ,"This report describes an error in the Framingham Risk Score data presented in the original SPRINT publication.1 The data, presented in Table 1 of the main SPRINT publication in the New England Journal of Medicine and made available to SPRINT Challenge participants, incorrectly calculated the level of baseline cardiovascular risk of the study participants using the Framingham Risk Score. The correct calculation increased the number of participants identified as having &gt;15% 10-year risk from 5737 to 7089, a change from 61% to 76% of the total study population. This information is important for researchers attempting to validate and extend the trial’s findings and is particularly germane because the recently released American Heart Association/American College of Cardiology blood pressure guidelines changed blood pressure targets for pharmacologic therapy only for high-risk individuals.",2048,140,587,5
79,Similar clinical improvement and maintenance after rTMS at 5 Hz using a simple vs. complex protocol in Alzheimer’s disease,https://www.biorxiv.org/content/10.1101/232546v1,"R. Alcalá-Lozano, E. Morelos-Santana, J.F. Cortés-Sotres, E. A. Garza-Villarreal, A. L. Sosa-Ortiz, J. J. Gonzalez-Olvera",doi: https://doi.org/10.1101/232546 ,"Brackground Current treatments for Alzheimer’s disease (AD) have a limited clinical response and methods, such as repetitive transcranial magnetic stimulation (rTMS), are being studied as possible treatments for the clinical symptoms with positive results. However, there is still seldom information on the type of rTMS protocols that deliver the best clinical improvement in AD.Objetive To compare the clinical response between a simple stimulation protocol on the left dorsolateral prefrontal cortex (lDLPFC) against a complex protocol using six regions of interest.Methods 19 participants were randomized to receive any of the protocols. The analysis of repeated measures evaluated the change.Results Both protocols were equally proficient at improving cognitive function, behavior and functionality after 3 weeks of treatment, and the effects were maintained for 4 weeks more without treatment.Conclusion We suggest rTMS on the lDLPFC could be enough to provide a clinical response, and the underlying mechanisms should be studied.",1608,125,446,9
80,TORC1 inhibition as an immunotherapy to reduce infections in the elderly,https://www.biorxiv.org/content/10.1101/230813v1,"Joan B. Mannick, Melody Morris, Hans-Ulrich P. Hockey, Guglielmo Roma, Martin Beibel, Kenneth Kulmatycki, Mollie Watkins, Tea Shavlakadze, Weihua Zhou, Dean Quinn, David J. Glass, Lloyd B. Klickstein",doi: https://doi.org/10.1101/230813 ,"mTOR inhibition extends lifespan and ameliorates aging-related pathologies including declining immune function in model organisms. The objective of this Phase 2a clinical trial was to determine if low dose mTOR inhibitor therapy enhanced immune function and thereby decreased infection rates in elderly subjects. The results indicate that 6 weeks of treatment with a low dose combination of a catalytic (BEZ235) plus an allosteric (RAD001) mTOR inhibitor (that selectively inhibits TORC1 downstream of mTOR) was safe, significantly decreased the rate of infections reported by elderly subjects for a year following study drug initiation, upregulated antiviral gene expression, and significantly improved influenza vaccination response. Thus selective TORC1 inhibition with a combination of BEZ235 and RAD001 may be efficacious as immunotherapy to reduce infections, a leading cause of death in the elderly.One Sentence Summary Treatment of elderly subjects with a low dose mTOR inhibitor regimen that selectively inhibits TORC1 significantly decreased infection rates",2665,216,1285,25
81,"Targeting regulatory T cells with Interleukin-2 treatment in type 1 diabetes: a response-adaptive, non-randomised, open-label trial of repeat doses of Aldesleukin (DILfrequency)",https://www.biorxiv.org/content/10.1101/223958v1,"Eleonora Seelig, James Howlett, Linsey Porter, Lucy Truman, James Heywood, Jane Kennet, Emma L Arbon, Katerina Anselmiova, Neil M. Walker, Ravinder Atkar, Marcin L Pekaiski, Ed Rytina, Mark Evans, Linda S. Wicker, John A. Todd, Adrian P. Mander, Simon Bond, Frank Waldron-Lynch",doi: https://doi.org/10.1101/223958 ,"SummaryBackground Type 1 diabetes (T1D) results from loss of immune regulation leading to the development of autoimmunity to pancreatic beta-cells, involving autoreactive T effector cells (Teffs). Regulatory T cells (Tregs), that prevent autoimmunity, require Interleukin-2 (IL-2) for maintenance of immunosuppressive functions and, alterations in the IL-2 pathway predispose to T1D. Using an adaptive trial design we aimed to determine the optimal regimen of aldesleukin (recombinant human IL-2) to physiologically enhance Tregs while limiting expansion of autoreactive Teffs.Methods DILfrequency is a single-center, non-randomised, open-label, response-adaptive study of participants aged 18 to 70 years with T1D. The initial learning phase allocated 12 participants to six different predefined dose-frequency regimens. Then, three cohorts of 8 participants were sequentially allocated dose-frequencies, based on repeated interim analyses of all accumulated trial data. The co-primary endpoints were percentage change in Tregs, Teffs and, CD25 (α subunit of the IL-2 receptor) expression by Tregs, from baseline to steady state. Trial registration ISRCTN40319192 and ClinicalTrials.gov (NCT02265809).Findings 115 participants were assessed between November 17th 2014 and May 22nd 2016, 38 participants were enrolled with 36 completing treatment. The optimal regimen to maintain a steady state increase in Tregs of 30% and CD25 expression of 25% without Teff expansion is 0.26 × 106 IU/m2 (95% CI (−0.007 to 0.485)) every 3 days (1.3 to 4.4). Tregs and CD25 were dose-frequency responsive, while Teffs were not. The commonest adverse event was injection site reaction (464/694 events), with a single participant developing transient eosinophilia at the highest dose (0.47 × 106 IU/m2).Interpretation This response-adaptive trial defined a well-tolerated aldesleukin regimen that specifically induces Treg expansion that can now be trialled to treat T1D.Funding Sir Jules Thorn Trust, Wellcome, JDRF, SNSF, NIHR",2892,200,668,22
82,Effect of vitamin D supplementation on biomarkers of inflammation and immune function: functional genomics analysis of the BEST-D trial,https://www.biorxiv.org/content/10.1101/217612v1,"Antonio J. Berlanga-Taylor, Katherine Plant, Andrew Dahl, Evelyn Lau, Michael Hill, David Sims, Andreas Heger, Jonathan Emberson, Jane Armitage, Robert Clarke, Julian C. Knight",doi: https://doi.org/10.1101/217612 ,"Vitamin D deficiency has been associated with multiple diseases, but the causal relevance and underlying processes are not fully understood. Elucidating the mechanisms of action of drug treatments in humans is challenging, but application of functional genomic approaches in randomised trials may afford an opportunity to systematically assess molecular responses to treatments. In the Biochemical Efficacy and Safety Trial of Vitamin D (BEST-D), 305 community-dwelling individuals aged over 65 years were randomly allocated to treatment with vitamin D34000 IU, 2000 IU or placebo daily for 12 months. Genome-wide genotypes at baseline, and transcriptome and plasma levels of cytokines (IFN-γ, IL-10, IL-8, IL-6 and TNF-α) at baseline and after 12 months, were measured. The trial had &gt;90% power to detect a 2-fold change in gene expression. Allocation to vitamin D for 12-months was associated with 2-fold higher plasma levels of 25-hydroxy-vitamin D (25[OH]D), but had no significant effect on whole-blood gene expression (FDR &lt;5%) or on plasma levels of cytokines compared with placebo. In pre-specified analysis, rs7041 (intron variant, GC) had a significant effect on circulating levels of 25(OH)D in the low dose but not on the placebo or high dose vitamin D regimen. A gene expression quantitative trait locus analysis (eQTL) demonstrated evidence of 31,568 cis-eQTLs (unique SNP-probe pairs) among individuals at baseline and 34,254 after supplementation for 12 months (any dose), but had no significant effect on cis-eQTLs specific to vitamin D supplementation. The trial demonstrates the feasibility of application of functional genomics approaches in randomised trials to assess the effects of vitamin D on immune function.One sentence summary Supplementation with high-dose vitamin D in older people for 12 months in a randomised, placebo-controlled trial had no significant effect on gene expression or on plasma concentrations of cytokines.Trial registration SRCTN registry (Number 07034656) and the European Clinical Trials Database (EudraCT Number 2011-005763-24).Funding Medical Research Council, British Heart Foundation, Wellcome Trust, European Research Council and Clinical Trial Service Unit, Nuffield Department of Population Health, University of Oxford, Oxford, United KingdomCopyright Open access article under the terms of CC BY.",2198,175,588,32
83,Influence of APOA5 locus on the treatment efficacy of three statins: evidence from a randomized pilot study in Chinese subjects,https://www.biorxiv.org/content/10.1101/213629v2,"Sha Hua, Chuanxiang Ma, Jun Zhang, Jing Li, Weiwei Wu, Ning Xu, Guanghua Luo, Jianrong Zhao",doi: https://doi.org/10.1101/213629 ,"Pharmacogenetics or pharmacogenomics approaches are important for addressing the individual variabilities of drug efficacy especially in the era of precision medicine. One particular interesting gene to investigate is APOA5 which has been repeatedly linked with the inter-individual variations of serum triglycerides. Here, we explored APOA5-statin interactions in 195 Chinese subjects randomized to rosuvastatin (5-10 mg/day), atorvastatin (10-20 mg/day), or simvastatin (40 mg/day) for 12 weeks by performing a targeted genotyping analysis of the APOA5 promoter SNP rs662799 (-1131T&gt;C). There were no significant differences between the treatment arms for any of the statin-induced changes in clinical biomarkers. Reductions in LDL cholesterol were influenced by the APOA5 genotype in all three treatment groups. By contrast, changes in HDL cholesterol and triglycerides were only affected by the APOA5 genotype in the atorvastatin and simvastatin groups and not in the rosuvastatin group. Our results support earlier findings indicating that rosuvastatin is a better treatment option and that future studies should consider stratifying subjects not only by genetic background but also by statin type.ApoA5apolipoprotein A5BMIbody mass indexFFAfree fatty acidsHDLchigh-density lipoprotein cholesterolLDLclow-density lipoprotein cholesterolLp(a)lipoprotein(a)SNPsingle nucleotide polymorphismT2Dtype 2 diabetesTctotal cholesterolTgtriglycerides.",2060,192,341,16
84,The NSIGHT1 Randomized Controlled Trial: Rapid Whole Genome Sequencing for Accelerated Etiologic Diagnosis in Critically Ill Infants,https://www.biorxiv.org/content/10.1101/218255v1,"Josh E. Petrikin, Julie A. Cakici, Michelle M. Clark, Laurel K. Willig, Nathaly M. Sweeney, Emily G. Farrow, Carol J. Saunders, Isabelle Thiffault, Neil A. Miller, Lee Zellmer, Suzanne M. Herd, Anne M. Holmes, Serge Batalov, Narayanana Veeraraghavan, Laurie D. Smith, David P. Dimmock, Steven J. Leeder, Stephen F. Kingsmore",doi: https://doi.org/10.1101/218255 ,"Importance Genetic disorders, including congenital anomalies, are a leading cause of morbidity and mortality in infants, especially in neonatal and pediatric intensive care units (NICU and PICU). While genomic sequencing is useful for diagnosis of genetic diseases, results are usually reported too late to guide inpatient management.Objective To test the hypothesis that rapid whole genome sequencing (rWGS) increases the proportion of infants in NICUs and PICUs receiving a genetic diagnosis within 28 days.Design An investigator-initiated, partially blinded, pragmatic, randomized controlled study with enrollment from October 2014 - June 2016, and follow up until December 2016.Setting A regional neonatal and pediatric intensive care unit in a tertiary referral childrens hospital.Participants Sixty five of 129 screened families with infants aged less than four months, in neonatal and pediatric intensive care units, and with illnesses of unknown etiology, completed the study.Intervention Parent and infant trio rWGS.Main Outcome and Measure The hypothesis and end-points were formulated a priori. The primary end-point was rate of genetic diagnosis within 28 days of enrollment or first standard test order.Results Twenty six female proband infants, 37 male infants, and two infants of undetermined sex were randomized to receive rWGS plus standard tests (n=32, cases) or standard tests alone (n=33, controls). The study was terminated early due to loss of equipoise: 63% (21) controls received genomic sequencing as standard tests. Nevertheless, intention to treat analysis showed the rate of genetic diagnosis within 28 days to be higher in cases (31%, ten of 32) than controls (3%, one of 33; difference, 28% [95% CI, 10% to 46%]; p=0.003). Among infants enrolled in the first 25 days of life, the rate of neonatal diagnosis was higher in cases (32%, seven of 22) than controls (0%, zero of 23; difference, 32% [95% CI, 11% to 53%]; p=0.004). Age at diagnosis (median in cases 25 days, range 14-90 days vs median in controls 130 days, range 37-451) and time to diagnosis (median in cases thirteen days, range 1-84 days vs median in controls 107 days, range 21-429 days) were significantly less in cases than controls (p=0.04).CONCLUSIONS rWGS increased the proportion of infants in a regional NICU and PICU who received a timely diagnosis of a genetic disease. Additional, adequately powered studies are needed to determine whether accelerated diagnosis is associated with improved outcomes in this setting. ClinicalTrials.gov Identifier: NCT02225522.",1855,224,485,25
85,A Pilot Randomized Trial of Oral Magnesium Supplementation on Supraventricular Arrhythmias,https://www.biorxiv.org/content/10.1101/215319v1,"Pamela L. Lutsey, Lin Y. Chen, Anne Eaton, Melanie Jaeb, Kyle D. Rudser, James D. Neaton, Alvaro Alonso",doi: https://doi.org/10.1101/215319 ,"Background Magnesium is believed to have a physiologic role in cardiac contractility, and evidence from epidemiologic and clinical studies has suggested that low serum concentrations of magnesium may be associated with increased risk of atrial fibrillation (AF).Objective As part of the planning effort for a large randomized trial to prevent AF with magnesium supplementation, we conducted a 12-week pilot study to assess adherence to oral magnesium supplementation and matching placebo, estimate the effect on circulating magnesium concentrations, and evaluate the feasibility of using an ambulatory monitoring device (ZioPatch) for assessing premature atrial contractions (PACs), a predictor of AF.Design Double-blind randomized pilot clinical trial comparing supplementation with 400 mg magnesium oxide daily (versus placebo) over 12 weeks of follow-up. The ZioPatch was applied for 14 days at baseline and the end of follow-up. Adherence to the assigned treatment, and changes in PACs, serum magnesium concentration, glucose and blood pressure were assessed.Results A total of 59 participants, 73% women and average age 62 years, were randomized. 98% of participants completed follow-up. Those assigned to the magnesium supplement took 75% of tablets as compared to 83% for those in the placebo group. Change in magnesium concentrations was significantly greater for those given magnesium supplement compared to placebo (0.07; 95% confidence interval (CI): 0.03, 0.12 mEq/L; p = 0.002). ZioPatch was worn for an average of 13.0 of the requested 14 days at baseline; at the end of follow-up, the average number of days of monitoring was 13.0 days for the magnesium supplement group and 12.7 days for the placebo group. For log PAC burden (episodes per hour), the average change from baseline was −0.05 (95% CI: −0.31, 0.20) for those randomized to magnesium supplement and 0.04 (95% CI: −0.24, 0.31) for those randomized to placebo (p=0.79 for difference). Gastrointestinal problems were reported by 50% of participants in the magnesium supplement group and 7% in the placebo group. Only one person in the magnesium supplement group and none in the placebo group experienced adverse events which led to treatment discontinuation.Conclusions In this pilot randomized clinic trial, although gastrointestinal side effects to the magnesium supplement were common, adherence, measured by pill counts, was very good and, as a consequence, magnesium concentrations were greater for those randomly assigned to the magnesium supplement compared to placebo. Participant acceptance of the planned monitoring with ZioPatch was also very good. While the difference in the change in PACs was not significant, this pilot study was small, short-term, and did not include participants at high risk of AF. Thus, we could not reliably evaluate the effect of magnesium supplementation on PACs.Clinicaltrials.gov registration NCT02837328",1845,152,726,18
86,An interventional Soylent diet increases the Bacteroidetes to Firmicutes ratio in human gut microbiome communities: a randomized controlled trial,https://www.biorxiv.org/content/10.1101/200881v1,"Ryan H. Hsu, Dylan M. McCormick, Mitchell J. Seitz Jr., Lauren M. Lui, Harneet S. Rishi, Adam P. Arkin",doi: https://doi.org/10.1101/200881 ,"Our knowledge of the relationship between the gut microbiome and health has rapidly expanded in recent years. Diet has been shown to have causative effects on microbiome composition, which can have subsequent implications on health. Soylent 2.0 is a liquid meal replacement drink that satisfies nearly 20% of all recommended daily intakes per serving. This study aims to characterize the changes in gut microbiota composition resulting from a short-term Soylent diet. Fourteen participants were separated into two groups: 5 in the regular diet group and 9 in the Soylent diet group. The regular diet group maintained a diet closely resembling self-reported regular diets. The Soylent diet group underwent three dietary phases: A) a regular diet for 2 days, B) a Soylent-only diet (five servings of Soylent daily and water as needed) for 4 days, and C) a regular diet for 4 days. Daily logs self-reporting diet, Bristol stool ratings, and any abdominal discomfort were electronically submitted. Eight fecal samples per participant were collected using fecal sampling kits, which were subsequently sent to uBiome, Inc. for sample processing and V4 16S rDNA sequencing. Reads were clustered into operational taxonomic units (OTUs) and taxonomically identified against the GreenGenes 16S database. We find that an individual’s alpha-diversity is not significantly altered during a Soylent-only diet. In addition, principal coordinate analysis using the unweighted UniFrac distance metric shows samples cluster strongly by individual and not by dietary phase. Among Soylent dieters, we find a significant increase in the ratio of Bacteroidetes to Firmicutes abundance, which is associated with several positive health outcomes, including reduced risks of obesity and intestinal inflammation.",9510,403,2489,24
